"","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g6680.t1",1154,983,569,530,930,803,1098,820,878,1101,294
"Pocillopora_acuta_HIv2___RNAseq.g11541.t1",34670,38817,53991,44859,40670,33117,36690,26638,28129,29025,21335
"Pocillopora_acuta_HIv2___TS.g6347.t1a",782,1149,1220,1259,965,763,728,903,677,723,376
"Pocillopora_acuta_HIv2___RNAseq.g11090.t1",115,73,139,127,134,126,208,113,92,131,46
"Pocillopora_acuta_HIv2___RNAseq.g9861.t1",11,213,14,4,7,134,15,47,0,22,8
"Pocillopora_acuta_HIv2___TS.g26150.t1",113,92,20,25,102,150,205,81,179,77,44
"Pocillopora_acuta_HIv2___TS.g14879.t2",125,157,96,136,190,78,192,124,136,154,42
"Pocillopora_acuta_HIv2___RNAseq.g25266.t1",50,32,52,45,57,56,59,14,53,41,18
"Pocillopora_acuta_HIv2___RNAseq.g26879.t1",38,14,495,364,13,86,30,34,20,34,61
"Pocillopora_acuta_HIv2___RNAseq.g121.t1",86,88,133,198,81,115,96,93,141,69,42
"Pocillopora_acuta_HIv2___RNAseq.g18360.t1",1167,2002,1394,1174,1429,1269,1427,1533,1231,1142,429
"Pocillopora_acuta_HIv2___RNAseq.g8466.t1",11,0,16,5,11,8,14,12,8,6,24
"Pocillopora_acuta_HIv2___RNAseq.g24674.t1",4,62,12,23,10,92,11,17,18,51,9
"Pocillopora_acuta_HIv2___RNAseq.g12245.t1",347,405,382,331,392,235,387,391,295,306,99
"Pocillopora_acuta_HIv2___RNAseq.g16266.t1",183,249,265,241,286,176,352,332,233,280,63
"Pocillopora_acuta_HIv2___RNAseq.g10687.t1",139,175,396,312,192,224,249,148,144,181,74
"Pocillopora_acuta_HIv2___RNAseq.g6142.t1",9,0,1643,1190,58,479,323,11,5,538,17
"Pocillopora_acuta_HIv2___TS.g26083.t1",42,21,7,11,17,14,51,13,31,42,6
"Pocillopora_acuta_HIv2___TS.g1347.t1",45,31,22,43,55,30,69,30,41,58,18
"Pocillopora_acuta_HIv2___RNAseq.g815.t1",780,775,1345,1108,959,785,969,853,816,868,600
"Pocillopora_acuta_HIv2___RNAseq.g8341.t1",107,202,155,166,176,158,253,139,126,182,38
"Pocillopora_acuta_HIv2___RNAseq.953_t",4957,2919,346,327,3728,1220,3519,3248,4760,1642,2074
"Pocillopora_acuta_HIv2___RNAseq.g21359.t2",446,417,621,602,450,492,570,339,588,342,354
"Pocillopora_acuta_HIv2___RNAseq.g12529.t1",414,658,327,373,481,563,619,467,414,466,209
"Pocillopora_acuta_HIv2___RNAseq.g25484.t1",32,26,109,50,26,31,38,25,25,50,26
"Pocillopora_acuta_HIv2___RNAseq.g14814.t1",63,66,21,29,40,52,54,34,99,61,34
"Pocillopora_acuta_HIv2___RNAseq.g19869.t1",171,206,11135,6501,320,2546,2496,148,254,1076,118
"Pocillopora_acuta_HIv2___RNAseq.g16782.t1",111,183,103,111,169,144,92,172,122,113,35
"Pocillopora_acuta_HIv2___RNAseq.g22506.t1",953,697,536,550,882,931,780,1006,1183,785,346
"Pocillopora_acuta_HIv2___RNAseq.g10993.t1",865,890,1557,1022,835,603,954,572,701,399,234
"Pocillopora_acuta_HIv2___RNAseq.g23533.t1",98,72,61,26,93,84,59,52,51,85,15
"Pocillopora_acuta_HIv2___RNAseq.g7920.t1",445,459,624,615,501,379,408,440,427,328,505
"Pocillopora_acuta_HIv2___RNAseq.g1509.t1",3321,4279,506,249,4142,1269,3171,2479,3601,2246,820
"Pocillopora_acuta_HIv2___TS.g19213.t1",52,24,53,47,72,30,29,27,37,34,13
"Pocillopora_acuta_HIv2___RNAseq.g20651.t1",173,210,161,152,234,124,302,131,160,140,83
"Pocillopora_acuta_HIv2___RNAseq.g13175.t1",172,239,167,225,197,161,204,213,135,183,55
"Pocillopora_acuta_HIv2___TS.g26689.t1",1144,780,592,536,899,668,521,857,764,715,275
"Pocillopora_acuta_HIv2___RNAseq.g12066.t1",101,140,152,173,108,99,112,98,169,103,66
"Pocillopora_acuta_HIv2___RNAseq.g18285.t1",181,173,59,30,171,99,64,216,224,167,65
"Pocillopora_acuta_HIv2___TS.g15747.t3a",268,333,424,333,323,221,243,255,202,189,82
"Pocillopora_acuta_HIv2___TS.g15747.t3c",493,725,450,442,671,473,797,689,574,664,167
"Pocillopora_acuta_HIv2___RNAseq.g3597.t1",1144,2568,1923,1791,2375,1652,1585,1787,1578,1558,871
"Pocillopora_acuta_HIv2___RNAseq.g26468.t1",280,152,59,104,192,117,257,127,180,331,103
"Pocillopora_acuta_HIv2___TS.g19731.t1",3334,3292,4004,4202,3758,3431,3364,3071,3439,3345,1727
"Pocillopora_acuta_HIv2___RNAseq.g18287.t2",347,341,435,389,263,374,224,317,293,351,219
"Pocillopora_acuta_HIv2___RNAseq.g9891.t1",10,11,34,17,9,7,11,10,22,16,4
"Pocillopora_acuta_HIv2___RNAseq.g28919.t2",6,4,20,32,8,10,6,5,10,8,10
"Pocillopora_acuta_HIv2___RNAseq.g10796.t1",321,265,806,858,509,402,540,360,460,474,888
"Pocillopora_acuta_HIv2___RNAseq.g3326.t2",6574,6728,7180,7372,8384,5931,7026,6622,8511,6365,18018
"Pocillopora_acuta_HIv2___RNAseq.g7561.t1",431,334,261,421,304,405,497,260,447,349,189
"Pocillopora_acuta_HIv2___RNAseq.g6234.t1",62,47,41,31,48,42,78,45,62,47,9
"Pocillopora_acuta_HIv2___RNAseq.g967.t1",1331,1599,2291,2536,1489,1400,1300,1631,1290,1354,1271
"Pocillopora_acuta_HIv2___RNAseq.g20133.t1",18,29,48,29,25,23,22,20,38,15,14
"Pocillopora_acuta_HIv2___RNAseq.g8685.t1",89,37,19,32,44,26,76,47,42,45,38
"Pocillopora_acuta_HIv2___RNAseq.g17258.t1",65,38,73,49,74,70,72,72,40,65,179
"Pocillopora_acuta_HIv2___TS.g8359.t1",409,374,501,440,528,321,531,389,521,423,244
"Pocillopora_acuta_HIv2___RNAseq.g23633.t1",341,294,79,67,286,226,272,251,309,158,209
"Pocillopora_acuta_HIv2___TS.g14213.t1",33,128,18,6,82,83,25,19,23,25,0
"Pocillopora_acuta_HIv2___TS.g3699.t1",80,59,98,67,66,67,116,50,86,56,39
"Pocillopora_acuta_HIv2___RNAseq.g30682.t1",366,400,178,238,312,297,387,310,396,438,71
"Pocillopora_acuta_HIv2___RNAseq.g25501.t1",84,48,98,84,48,58,65,39,75,71,71
"Pocillopora_acuta_HIv2___RNAseq.g18193.t1",770,1053,1223,1072,1154,1000,1042,921,972,1014,271
"Pocillopora_acuta_HIv2___RNAseq.g14785.t1",683,1459,549,1427,777,2745,479,1007,1770,626,1377
"Pocillopora_acuta_HIv2___TS.g22955.t1",0,42,57,57,42,26,145,39,34,42,36
"Pocillopora_acuta_HIv2___RNAseq.g23631.t1",707,693,2206,1617,975,1007,1183,763,742,1085,205
"Pocillopora_acuta_HIv2___RNAseq.g11151.t1",50,131,18,19,79,23,95,27,128,25,39
"Pocillopora_acuta_HIv2___TS.g22613.t2",2090,3005,1819,1875,2695,1893,2764,2520,2179,2079,729
"Pocillopora_acuta_HIv2___RNAseq.g16011.t1",483,473,273,421,446,320,245,442,338,468,325
"Pocillopora_acuta_HIv2___RNAseq.g6236.t1",108,148,38,29,128,85,64,122,90,88,56
"Pocillopora_acuta_HIv2___TS.g12800.t1",134,147,159,183,143,143,140,127,126,178,44
"Pocillopora_acuta_HIv2___RNAseq.g9476.t1",8,12,7,28,59,17,64,39,14,24,24
"Pocillopora_acuta_HIv2___RNAseq.g4936.t1",739,914,874,728,918,661,901,734,783,720,301
"Pocillopora_acuta_HIv2___RNAseq.g14317.t1",506,498,485,531,467,605,518,489,383,470,303
"Pocillopora_acuta_HIv2___TS.g10254.t1",119,214,11,10,105,51,112,117,114,78,62
"Pocillopora_acuta_HIv2___RNAseq.g18508.t2",27,60,9236,7352,205,1870,539,36,48,1130,31
"Pocillopora_acuta_HIv2___RNAseq.g22296.t1",246,231,408,261,246,173,231,141,179,207,104
"Pocillopora_acuta_HIv2___RNAseq.g13340.t1",2524,1497,820,905,2188,1808,1739,2067,2991,2091,620
"Pocillopora_acuta_HIv2___RNAseq.g13821.t1",125,95,157,98,151,110,135,92,91,117,48
"Pocillopora_acuta_HIv2___RNAseq.g15354.t1",666,1020,3193,2122,1348,1285,1305,979,1051,1461,572
"Pocillopora_acuta_HIv2___RNAseq.g9811.t1",210,170,245,202,248,184,226,221,244,271,104
"Pocillopora_acuta_HIv2___RNAseq.g19551.t1",1616,1690,1664,1762,1770,1474,1761,2064,1838,1729,664
"Pocillopora_acuta_HIv2___RNAseq.g3061.t1",163,254,311,281,219,212,293,235,183,218,71
"Pocillopora_acuta_HIv2___RNAseq.g14787.t1",37,65,31,38,61,48,102,65,71,105,36
"Pocillopora_acuta_HIv2___RNAseq.g27066.t1",3779,5792,1939,2422,4033,4509,5357,4275,2731,4238,1942
"Pocillopora_acuta_HIv2___RNAseq.g27323.t1",101,151,124,121,142,120,40,66,109,122,28
"Pocillopora_acuta_HIv2___RNAseq.g3040.t1",175,222,316,245,211,188,236,185,192,167,127
"Pocillopora_acuta_HIv2___RNAseq.g1280.t1",3295,3059,4144,4424,3577,3549,3116,3119,2215,3006,1078
"Pocillopora_acuta_HIv2___RNAseq.g22294.t1",3918,6207,2507,2545,4901,4530,3917,5320,3608,4247,1158
"Pocillopora_acuta_HIv2___RNAseq.g13342.t1",446,497,734,626,413,662,576,429,573,526,217
"Pocillopora_acuta_HIv2___TS.g2300.t1",808,1028,1746,1287,729,1019,1047,801,805,727,262
"Pocillopora_acuta_HIv2___RNAseq.g5819.t1",1691,1785,1813,1508,1743,1503,2163,1640,1981,1591,2840
"Pocillopora_acuta_HIv2___RNAseq.g9813.t1",628,585,924,928,683,604,641,642,555,552,343
"Pocillopora_acuta_HIv2___TS.g23470.t1",269,376,329,363,301,307,290,286,323,302,224
"Pocillopora_acuta_HIv2___RNAseq.g18752.t1",654,855,549,639,697,608,758,745,537,840,187
"Pocillopora_acuta_HIv2___RNAseq.g16462.t1",31,302,48,77,324,80,228,87,56,105,37
"Pocillopora_acuta_HIv2___RNAseq.g9624.t1",9,10,26,15,11,17,13,17,24,24,8
"Pocillopora_acuta_HIv2___RNAseq.g30665.t1",48,93,104,125,118,85,146,114,94,111,49
"Pocillopora_acuta_HIv2___RNAseq.g19548.t1",253,236,220,242,347,164,167,175,236,320,85
"Pocillopora_acuta_HIv2___RNAseq.g1503.t1",541,633,805,604,546,538,669,755,534,720,91
"Pocillopora_acuta_HIv2___RNAseq.g25625.t1",140,231,145,83,293,108,89,99,164,110,64
"Pocillopora_acuta_HIv2___RNAseq.g14842.t1",76,70,126,93,129,52,70,65,52,77,87
"Pocillopora_acuta_HIv2___RNAseq.g27342.t1",283,252,257,270,408,289,303,294,220,383,84
"Pocillopora_acuta_HIv2___TS.g15158.t1",13,15,8,8,18,12,14,13,15,12,0
"Pocillopora_acuta_HIv2___TS.g4471.t1",70,75,4360,3348,198,821,576,23,64,389,18
"Pocillopora_acuta_HIv2___RNAseq.g5033.t1",1299,1292,1462,1412,1374,1323,1360,1473,1429,1389,566
"Pocillopora_acuta_HIv2___RNAseq.g30117.t1",1726,1882,1665,1315,2027,1405,1580,1482,1255,1313,566
"Pocillopora_acuta_HIv2___RNAseq.g18342.t1",1190,841,601,619,776,806,1067,698,2065,603,1067
"Pocillopora_acuta_HIv2___TS.g26828.t2",70,145,41,36,50,98,121,115,29,81,35
"Pocillopora_acuta_HIv2___TS.g6173.t2",67,107,33,61,93,90,83,80,105,85,56
"Pocillopora_acuta_HIv2___RNAseq.g1196.t1",537,456,194,414,675,462,873,513,482,737,168
"Pocillopora_acuta_HIv2___RNAseq.g2987.t1",111,114,0,8,110,54,118,134,128,135,64
"Pocillopora_acuta_HIv2___RNAseq.g26587.t1",255,244,192,268,440,172,316,386,167,245,114
"Pocillopora_acuta_HIv2___RNAseq.g27340.t1",85,97,338,265,115,127,126,90,119,107,79
"Pocillopora_acuta_HIv2___TS.g15380.t1",121,64,54,39,49,62,37,57,127,37,72
"Pocillopora_acuta_HIv2___RNAseq.g4719.t1",324,477,331,307,371,398,423,377,345,357,72
"Pocillopora_acuta_HIv2___RNAseq.g25919.t2",1574,1647,1031,865,1919,932,1680,1997,1869,1425,588
"Pocillopora_acuta_HIv2___RNAseq.g5031.t1",462,333,86,238,334,400,591,305,222,630,304
"Pocillopora_acuta_HIv2___RNAseq.g7556.t1",0,10,12,6,19,9,10,27,16,37,15
"Pocillopora_acuta_HIv2___RNAseq.g26152.t1",940,1196,1103,1027,1237,1075,1171,965,932,1125,250
"Pocillopora_acuta_HIv2___TS.g18003.t1a",62,34,34,27,54,31,37,29,79,20,24
"Pocillopora_acuta_HIv2___RNAseq.g22043.t1",978,950,1117,1041,1188,903,944,810,1169,880,616
"Pocillopora_acuta_HIv2___RNAseq.g1011.t1",76,111,165,92,91,104,66,112,79,181,55
"Pocillopora_acuta_HIv2___RNAseq.g20793.t1",17,9,24,31,9,17,15,0,20,14,16
"Pocillopora_acuta_HIv2___RNAseq.g22603.t1",455,374,186,188,395,277,609,339,510,470,139
"Pocillopora_acuta_HIv2___RNAseq.g11268.t1",39,34,523,268,28,70,50,12,37,99,9
"Pocillopora_acuta_HIv2___RNAseq.g29852.t2",424,541,421,356,460,430,496,514,531,564,115
"Pocillopora_acuta_HIv2___RNAseq.g16993.t1",1154,1217,836,866,1189,699,1184,1161,972,1271,531
"Pocillopora_acuta_HIv2___TS.g17461.t1",1329,1413,2943,2224,1572,1810,1771,1321,1767,1634,849
"Pocillopora_acuta_HIv2___RNAseq.g14717.t1",1549,1366,1720,1426,1634,1293,1524,1122,2056,1329,1165
"Pocillopora_acuta_HIv2___RNAseq.g8167.t1",26,14,30,24,22,18,13,15,52,25,4
"Pocillopora_acuta_HIv2___RNAseq.g2702.t1",41,25,6,0,8,15,31,7,11,10,0
"Pocillopora_acuta_HIv2___RNAseq.g3612.t1",136,241,226,182,230,219,239,214,167,167,70
"Pocillopora_acuta_HIv2___RNAseq.g10916.t1",53,55,68,97,70,55,64,70,45,72,46
"Pocillopora_acuta_HIv2___TS.g31270.t3",1353,3082,4366,2522,1773,3039,2527,1861,2307,2232,328
"Pocillopora_acuta_HIv2___RNAseq.g30529.t1a",83,74,88,23,56,143,79,123,99,56,49
"Pocillopora_acuta_HIv2___TS.g29814.t1b",275,431,316,383,336,496,370,338,479,375,130
"Pocillopora_acuta_HIv2___TS.g29814.t1a",207,271,168,146,129,514,109,249,573,126,218
"Pocillopora_acuta_HIv2___TS.g19454.t1",6223,6761,6183,6712,7485,6555,6302,7199,6975,5985,3878
"Pocillopora_acuta_HIv2___RNAseq.g15117.t1",7,11,28,23,27,13,38,14,23,47,8
"Pocillopora_acuta_HIv2___RNAseq.g1013.t1",313,489,69,53,191,246,227,384,259,258,122
"Pocillopora_acuta_HIv2___RNAseq.g22357.t1",238,324,234,232,239,342,373,366,287,286,107
"Pocillopora_acuta_HIv2___RNAseq.g21525.t1",520,527,180,260,562,402,1030,398,451,856,295
"Pocillopora_acuta_HIv2___TS.g5939.t1b",962,1088,1233,1198,1120,877,983,1220,1129,825,222
"Pocillopora_acuta_HIv2___RNAseq.g26989.t1",2459,2282,1898,1939,2265,1929,1948,2146,2597,2184,1261
"Pocillopora_acuta_HIv2___RNAseq.g5298.t1",340,406,117,98,410,177,669,224,191,491,165
"Pocillopora_acuta_HIv2___RNAseq.g26726.t1",35,19,4,49,36,41,133,30,0,76,8
"Pocillopora_acuta_HIv2___TS.g11752.t1",73,76,90,57,104,69,73,67,99,41,57
"Pocillopora_acuta_HIv2___RNAseq.g16572.t1",9,16,4,17,33,14,7,8,17,7,4
"Pocillopora_acuta_HIv2___RNAseq.g2665.t2",22,23,50,30,23,30,19,7,24,24,21
"Pocillopora_acuta_HIv2___RNAseq.g5716.t1",48,8,22,31,26,7,0,14,61,22,4
"Pocillopora_acuta_HIv2___RNAseq.g28857.t1",117,117,71,143,136,151,192,130,142,217,23
"Pocillopora_acuta_HIv2___TS.g1472.t1",31,18,39,25,27,26,54,21,44,45,19
"Pocillopora_acuta_HIv2___TS.g24552.t2",231,114,74,31,161,103,544,102,337,101,33
"Pocillopora_acuta_HIv2___RNAseq.g15115.t1",687,868,1229,906,833,810,893,680,704,728,530
"Pocillopora_acuta_HIv2___RNAseq.g6600.t1",599,750,896,884,828,740,662,639,659,655,418
"Pocillopora_acuta_HIv2___RNAseq.g26724.t1",131,118,31,22,126,27,102,41,130,113,64
"Pocillopora_acuta_HIv2___RNAseq.g16851.t2",78,40,11,0,6,39,0,24,37,9,38
"Pocillopora_acuta_HIv2___TS.g5206.t1",160,138,110,73,125,118,150,147,87,151,25
"Pocillopora_acuta_HIv2___RNAseq.g1771.t1",36,37,3,7,53,18,34,35,38,43,26
"Pocillopora_acuta_HIv2___RNAseq.g7046.t1",404,243,64,57,278,157,689,301,463,649,133
"Pocillopora_acuta_HIv2___RNAseq.g30688.t1",53,50,76,59,72,53,69,38,85,63,66
"Pocillopora_acuta_HIv2___RNAseq.g30324.t1",370,594,448,502,653,529,625,411,366,490,331
"Pocillopora_acuta_HIv2___RNAseq.g18579.t2b",318,680,511,334,304,529,320,388,396,330,238
"Pocillopora_acuta_HIv2___RNAseq.g18579.t2a",188,134,162,118,125,149,265,153,141,207,73
"Pocillopora_acuta_HIv2___RNAseq.g21353.t1",2114,2181,2393,2292,2905,2044,2287,2362,2325,2252,807
"Pocillopora_acuta_HIv2___RNAseq.g5199.t1",475,426,772,687,574,727,643,415,416,631,158
"Pocillopora_acuta_HIv2___RNAseq.g726.t1",626,947,2650,1799,1138,1360,1241,749,1046,1327,329
"Pocillopora_acuta_HIv2___RNAseq.g26352.t1",303,349,0,20,498,81,597,316,359,406,131
"Pocillopora_acuta_HIv2___RNAseq.g13348.t1",143,143,103,115,85,170,108,161,132,134,36
"Pocillopora_acuta_HIv2___RNAseq.g25798.t1",59,405,49,29,60,246,220,151,48,79,0
"Pocillopora_acuta_HIv2___RNAseq.g13407.t1",1749,2763,1597,1363,2496,1692,2608,1903,1821,2175,394
"Pocillopora_acuta_HIv2___RNAseq.g28248.t1",55,72,66,192,70,92,72,72,28,54,56
"Pocillopora_acuta_HIv2___RNAseq.g26031.t1a",732,361,14,0,533,163,665,230,570,561,3139
"Pocillopora_acuta_HIv2___RNAseq.g25248.t1a",1654,2054,2172,1962,1730,1707,1769,2157,1342,1571,484
"Pocillopora_acuta_HIv2___RNAseq.g25248.t1c",1210,1139,1196,1068,1040,938,1055,1055,1029,951,541
"Pocillopora_acuta_HIv2___TS.g5470.t2",180,88,8,18,90,33,171,212,100,260,39
"Pocillopora_acuta_HIv2___RNAseq.g28855.t1",193,200,37,93,114,194,113,154,209,139,40
"Pocillopora_acuta_HIv2___RNAseq.g1069.t1",297,490,6581,5820,364,1230,739,365,408,489,160
"Pocillopora_acuta_HIv2___RNAseq.g22083.t1",186,113,1538,1325,152,611,437,150,210,322,74
"Pocillopora_acuta_HIv2___RNAseq.g7971.t1",674,695,571,553,767,630,670,842,959,542,346
"Pocillopora_acuta_HIv2___RNAseq.g3084.t1",370,317,583,442,369,377,432,243,250,391,55
"Pocillopora_acuta_HIv2___RNAseq.g21408.t1",337,453,135,154,445,420,273,238,372,320,122
"Pocillopora_acuta_HIv2___TS.g4231.t1",144,73,109,61,64,51,108,86,133,108,66
"Pocillopora_acuta_HIv2___RNAseq.g13648.t2",644,633,754,585,659,656,683,628,756,613,259
"Pocillopora_acuta_HIv2___TS.g6853.t1",57,64,57,65,52,62,102,52,46,56,19
"Pocillopora_acuta_HIv2___TS.g3416.t1",80,80,35,112,140,95,57,111,91,101,17
"Pocillopora_acuta_HIv2___RNAseq.g3086.t1",10,24,30,17,23,35,88,6,78,70,16
"Pocillopora_acuta_HIv2___RNAseq.g18462.t1",87,77,215,190,182,90,136,94,100,100,33
"Pocillopora_acuta_HIv2___RNAseq.g26266.t1",184,260,283,268,314,160,243,222,143,191,48
"Pocillopora_acuta_HIv2___RNAseq.g16991.t1",272,443,274,306,352,332,388,333,238,368,91
"Pocillopora_acuta_HIv2___RNAseq.g21686.t1",61,28,0,3,42,7,136,8,36,75,10
"Pocillopora_acuta_HIv2___RNAseq.g13223.t1",237,371,189,177,398,297,315,257,221,248,58
"Pocillopora_acuta_HIv2___RNAseq.g3743.t1",191,261,177,177,300,204,259,201,375,184,97
"Pocillopora_acuta_HIv2___RNAseq.g7973.t1",306,346,278,201,267,233,233,286,280,267,54
"Pocillopora_acuta_HIv2___RNAseq.g21931.t1",120,51,60,44,138,64,58,138,172,78,38
"Pocillopora_acuta_HIv2___RNAseq.g5783.t1",305,387,377,332,376,278,244,249,369,215,124
"Pocillopora_acuta_HIv2___RNAseq.g23387.t1",43,53,43,45,20,48,60,60,53,55,39
"Pocillopora_acuta_HIv2___RNAseq.g16475.t1",118,141,89,68,155,126,188,136,115,127,53
"Pocillopora_acuta_HIv2___RNAseq.g23659.t1",100,90,71,68,112,79,101,81,132,92,22
"Pocillopora_acuta_HIv2___RNAseq.g10857.t1",3789,3979,5899,6477,4395,4000,3719,4039,4217,3506,8676
"Pocillopora_acuta_HIv2___TS.g9624.t1",474,749,292,396,497,534,723,862,528,490,168
"Pocillopora_acuta_HIv2___RNAseq.g28081.t1",192,112,374,388,72,99,134,136,291,133,34
"Pocillopora_acuta_HIv2___RNAseq.g2021.t1",203,225,316,335,346,259,300,234,209,199,88
"Pocillopora_acuta_HIv2___RNAseq.g17074.t1",171,188,157,171,216,200,188,146,242,237,61
"Pocillopora_acuta_HIv2___RNAseq.g26095.t1",393,649,546,487,508,363,512,477,415,404,275
"Pocillopora_acuta_HIv2___TS.g11750.t1",134,98,145,117,166,98,130,153,151,125,166
"Pocillopora_acuta_HIv2___RNAseq.g20365.t1",467,341,264,253,318,190,385,226,360,203,219
"Pocillopora_acuta_HIv2___RNAseq.g30047.t1",39,17,12,23,15,4,44,0,30,38,21
"Pocillopora_acuta_HIv2___RNAseq.g1638.t1",456,410,475,514,632,374,713,276,654,729,39
"Pocillopora_acuta_HIv2___TS.g22619.t2",260,274,1041,652,373,409,564,125,257,258,123
"Pocillopora_acuta_HIv2___RNAseq.g21732.t1",9471,3719,1314,1952,5092,2208,5829,3255,5326,5316,2923
"Pocillopora_acuta_HIv2___RNAseq.g3524.t1",557,779,572,464,610,650,730,568,679,711,165
"Pocillopora_acuta_HIv2___RNAseq.g26097.t1",986,1196,696,783,1249,934,1016,1229,923,909,267
"Pocillopora_acuta_HIv2___RNAseq.g1906.t1",66,37,29,19,13,24,32,34,47,37,160
"Pocillopora_acuta_HIv2___RNAseq.g22838.t1",167,236,215,197,194,180,209,211,156,137,49
"Pocillopora_acuta_HIv2___RNAseq.g20963.t1a",18,43,37,66,45,56,24,43,32,34,87
"Pocillopora_acuta_HIv2___RNAseq.g25552.t1",348,518,328,182,143,475,228,268,472,244,149
"Pocillopora_acuta_HIv2___RNAseq.g23641.t1",588,235,197,226,426,360,309,315,737,306,456
"Pocillopora_acuta_HIv2___RNAseq.g254.t1",818,1258,759,748,1436,822,935,1054,1023,751,342
"Pocillopora_acuta_HIv2___RNAseq.g30627.t1",772,1112,1144,1039,1111,948,768,1043,929,769,420
"Pocillopora_acuta_HIv2___RNAseq.g16477.t1",18,28,22,19,34,14,35,18,23,38,3
"Pocillopora_acuta_HIv2___RNAseq.g17577.t1",290,259,101,157,261,92,262,265,264,227,78
"Pocillopora_acuta_HIv2___RNAseq.g22630.t1",1013,776,299,380,952,565,1224,815,1189,994,566
"Pocillopora_acuta_HIv2___RNAseq.g24548.t1",381,396,359,306,468,285,405,402,290,335,152
"Pocillopora_acuta_HIv2___RNAseq.g20367.t1",706,1002,3133,2143,1350,1163,1097,952,781,1163,474
"Pocillopora_acuta_HIv2___RNAseq.g15912.t1",344,410,3497,2944,782,1153,864,333,335,722,573
"Pocillopora_acuta_HIv2___TS.g9864.t1",333,221,400,337,284,382,365,215,349,379,288
"Pocillopora_acuta_HIv2___RNAseq.g4277.t1",305,514,312,280,381,329,336,341,258,355,94
"Pocillopora_acuta_HIv2___RNAseq.g20181.t1",9,12,25,23,22,8,32,10,12,11,22
"Pocillopora_acuta_HIv2___RNAseq.g30544.t1",68,54,0,14,102,34,164,66,62,80,68
"Pocillopora_acuta_HIv2___RNAseq.g1784.t1",761,1354,525,414,344,1194,369,1133,970,517,216
"Pocillopora_acuta_HIv2___RNAseq.g5040.t1",1861,1932,2581,2137,2212,1673,2735,1514,1899,2261,815
"Pocillopora_acuta_HIv2___TS.g26015.t2",701,579,615,727,693,667,815,704,697,737,210
"Pocillopora_acuta_HIv2___RNAseq.g25869.t1",196,305,194,185,225,238,284,180,285,274,39
"Pocillopora_acuta_HIv2___RNAseq.g12981.t1",210,241,1001,922,209,362,291,207,189,356,123
"Pocillopora_acuta_HIv2___RNAseq.g10742.t1",402,185,946,762,294,449,265,189,264,468,160
"Pocillopora_acuta_HIv2___TS.g28573.t3",708,888,202,301,334,1021,234,913,1429,358,306
"Pocillopora_acuta_HIv2___RNAseq.g24349.t1",44,28,38,69,26,29,30,26,28,42,21
"Pocillopora_acuta_HIv2___RNAseq.g14504.t1a",1735,1373,861,893,2001,1118,2236,1457,1867,2107,1035
"Pocillopora_acuta_HIv2___RNAseq.g6887.t1",9,22,22,10,17,10,9,0,8,8,0
"Pocillopora_acuta_HIv2___RNAseq.g2827.t1",241,412,196,216,366,202,370,289,236,298,191
"Pocillopora_acuta_HIv2___RNAseq.g12993.t1a",603,628,538,592,688,548,633,502,617,492,173
"Pocillopora_acuta_HIv2___TS.g30856.t1",186,186,179,151,175,136,115,178,207,116,77
"Pocillopora_acuta_HIv2___RNAseq.g14595.t1",432,634,265,341,821,398,821,412,345,641,156
"Pocillopora_acuta_HIv2___RNAseq.g12983.t1",407,622,328,371,438,416,516,633,575,543,173
"Pocillopora_acuta_HIv2___RNAseq.g16323.t1",66,135,44,47,106,69,68,85,113,96,33
"Pocillopora_acuta_HIv2___RNAseq.g8022.t1",1742,2295,1994,1755,2099,2219,2235,1982,2191,2225,436
"Pocillopora_acuta_HIv2___RNAseq.g18622.t1",809,1144,867,717,960,793,859,1034,1097,808,225
"Pocillopora_acuta_HIv2___RNAseq.g16543.t1",362,427,486,529,430,485,265,367,404,333,269
"Pocillopora_acuta_HIv2___TS.g11897.t2",38,46,4,0,18,21,63,88,20,39,12
"Pocillopora_acuta_HIv2___RNAseq.g30546.t1",587,703,214,344,858,397,868,518,375,695,243
"Pocillopora_acuta_HIv2___RNAseq.g1786.t1",160,81,69,66,129,83,62,82,101,110,21
"Pocillopora_acuta_HIv2___RNAseq.g17984.t1",488,1053,609,462,370,1010,483,830,680,759,195
"Pocillopora_acuta_HIv2___RNAseq.g3623.t1",11,20,67,64,38,35,16,11,12,29,17
"Pocillopora_acuta_HIv2___RNAseq.g28339.t1",59,863,50,23,40,646,84,213,74,80,6
"Pocillopora_acuta_HIv2___TS.g7339.t1",153,122,165,168,224,161,221,121,185,94,165
"Pocillopora_acuta_HIv2___RNAseq.g23903.t1",7,11,14,21,7,6,3,21,13,10,4
"Pocillopora_acuta_HIv2___RNAseq.g26849.t1",20,12,12,13,33,18,0,16,18,22,0
"Pocillopora_acuta_HIv2___RNAseq.g23488.t1",447,334,431,392,404,295,464,290,436,350,265
"Pocillopora_acuta_HIv2___RNAseq.g5403.t1",131,135,154,211,152,158,111,104,164,114,216
"Pocillopora_acuta_HIv2___RNAseq.g19298.t1",434,432,678,614,455,510,562,440,359,488,156
"Pocillopora_acuta_HIv2___RNAseq.g15514.t1",1800,1956,2361,2449,2099,2217,1698,1903,2339,1658,743
